,0
0,4.8524274826049805
1,37.47259521484375
2,22.707345962524414
3,5.1694135665893555
4,8.629890441894531
5,8.515207290649414
6,5.601411819458008
7,2.0548179149627686
8,4.164653778076172
9,4.342221736907959
10,3.2739005088806152
11,1.3785873651504517
12,2.661958932876587
13,0.895828127861023
14,2.223040819168091
15,2.1009681224823
16,1.04617178440094
17,1.930597186088562
18,1.0921242237091064
19,1.3549920320510864
20,1.5754512548446655
21,1.0089033842086792
22,1.3319711685180664
23,1.1378508806228638
24,0.41930004954338074
25,0.6522229909896851
26,0.47937068343162537
27,0.3272184431552887
28,0.6300979256629944
29,0.242793008685112
30,0.7392536997795105
31,0.3077317774295807
32,0.11804678291082382
33,0.22570061683654785
34,0.8050053715705872
35,0.285101979970932
36,1.3282617330551147
37,1.5939204692840576
38,0.8873236775398254
39,0.8149008750915527
40,1.0907999277114868
41,0.26557406783103943
42,0.8666971921920776
43,0.8031549453735352
44,0.14527377486228943
45,0.31745538115501404
46,0.505620539188385
47,0.31321361660957336
48,0.8601241707801819
49,0.7962022423744202
50,0.28385186195373535
51,0.33441296219825745
52,0.5440333485603333
53,0.3332694470882416
54,0.7255012392997742
55,0.8437585234642029
56,0.1891917735338211
57,1.1245425939559937
58,1.4003850221633911
59,0.6507532000541687
60,0.7656095623970032
61,1.2773494720458984
62,1.0447627305984497
63,0.2514442205429077
64,1.0848966836929321
65,1.318547248840332
66,0.6491904258728027
67,0.7087529897689819
68,1.1604024171829224
69,0.9081844091415405
70,0.10596310347318649
71,1.0981712341308594
72,1.2706577777862549
73,0.5912677645683289
74,0.697254478931427
75,1.161011815071106
76,1.0007803440093994
77,0.2071102112531662
78,1.1540204286575317
79,1.623756766319275
80,1.2161848545074463
81,0.14918532967567444
82,1.1220831871032715
83,1.6192331314086914
84,1.5256285667419434
85,0.9305612444877625
86,0.2203799933195114
87,0.847809374332428
88,0.7694236636161804
89,0.17211048305034637
90,0.457703173160553
91,0.3225957751274109
92,0.45359835028648376
93,0.4595997631549835
94,0.19620583951473236
95,0.3162563741207123
96,0.13701900839805603
97,0.1546170562505722
98,0.46824127435684204
99,0.41716235876083374
100,0.21906164288520813
101,0.17428432404994965
102,0.3929968774318695
103,0.32208460569381714
104,0.27187323570251465
105,0.23726756870746613
106,0.3674928545951843
107,0.37398847937583923
108,0.15381492674350739
109,0.2269025295972824
110,0.22441218793392181
111,0.21943187713623047
112,0.3038824200630188
113,0.18010015785694122
114,0.43925797939300537
115,0.45537084341049194
116,0.12183552980422974
117,0.22669003903865814
118,0.24677985906600952
119,0.1732337474822998
120,0.40753456950187683
121,0.2742029130458832
122,0.41435354948043823
123,0.483412504196167
124,0.13976378738880157
125,0.5579740405082703
126,0.46224936842918396
127,0.23733237385749817
128,0.3641257882118225
129,0.10453502088785172
130,0.43642348051071167
131,0.18950939178466797
132,0.5808607935905457
133,0.7133755087852478
134,0.3283765912055969
135,0.5610936284065247
136,0.7875363826751709
137,0.3651754856109619
138,0.5229033827781677
139,0.8108369708061218
140,0.5712246894836426
141,0.1582573801279068
142,0.4187105596065521
143,0.14135077595710754
144,0.3991600573062897
145,0.3656868040561676
146,0.14357861876487732
147,0.3542596697807312
148,0.11345157027244568
149,0.2692171037197113
150,0.14885647594928741
151,0.42371582984924316
152,0.33729514479637146
153,0.2747329771518707
154,0.3329201638698578
155,0.13546998798847198
156,0.20843605697155
157,0.2770078480243683
158,0.20212362706661224
159,0.39007568359375
160,0.31039315462112427
161,0.266629695892334
162,0.24881455302238464
163,0.235403373837471
164,0.15037545561790466
165,0.366703599691391
166,0.30423665046691895
167,0.18963022530078888
168,0.15254101157188416
169,0.3674154281616211
170,0.34195569157600403
171,0.14099228382110596
172,0.2148185670375824
173,0.23508906364440918
174,0.16837343573570251
175,0.2754233777523041
176,0.13144905865192413
177,0.475918173789978
178,0.5637477040290833
179,0.17216932773590088
180,0.6530918478965759
181,0.8293405175209045
182,0.44433343410491943
183,0.3774051368236542
184,0.6328574419021606
185,0.4271969497203827
186,0.22445710003376007
187,0.3855612576007843
188,0.14332576096057892
189,0.2553853988647461
190,0.09183553606271744
191,0.3381599187850952
192,0.19727098941802979
193,0.442185640335083
194,0.5216009020805359
195,0.22400490939617157
196,0.4686160087585449
197,0.5043269395828247
198,0.1357363760471344
199,0.3884696960449219
200,0.26650723814964294
201,0.320361852645874
202,0.35662397742271423
203,0.15585923194885254
204,0.31357911229133606
205,0.14303377270698547
206,0.28157058358192444
207,0.14864856004714966
208,0.37768903374671936
209,0.4233863353729248
210,0.09092330932617188
211,0.31069451570510864
212,0.08817607164382935
213,0.5572366714477539
214,0.6959720253944397
215,0.35665860772132874
216,0.3883252739906311
217,0.5683765411376953
218,0.23849718272686005
219,0.5100297331809998
220,0.7158675193786621
221,0.512660026550293
222,0.1347520649433136
223,0.3750729560852051
224,0.1382972002029419
225,0.4234958589076996
226,0.4774174690246582
227,0.1493387222290039
228,0.4440741240978241
229,0.5374351739883423
230,0.15187683701515198
231,0.5280990600585938
232,0.7213483452796936
233,0.46882691979408264
234,0.12557177245616913
235,0.2638733386993408
236,0.08696867525577545
237,0.08967772871255875
238,0.16317208111286163
239,0.07384062558412552
240,0.0540761761367321
241,0.09154920279979706
242,0.21500557661056519
243,0.08718731999397278
244,0.3762567341327667
245,0.37230613827705383
246,0.10068494081497192
247,0.2532849907875061
248,0.05626944825053215
249,0.3247256278991699
250,0.16240184009075165
251,0.3594820499420166
252,0.45627620816230774
253,0.15096916258335114
254,0.4782928228378296
255,0.6212542057037354
256,0.2981867790222168
257,0.373869389295578
258,0.5700720548629761
259,0.3972903788089752
260,0.14571060240268707
261,0.30074095726013184
262,0.10100769251585007
263,0.2848416864871979
264,0.21474608778953552
265,0.22492721676826477
266,0.21712501347064972
267,0.14457783102989197
268,0.17223143577575684
269,0.19636376202106476
270,0.10917295515537262
271,0.31950658559799194
272,0.3243560492992401
273,0.0568510964512825
274,0.3533603250980377
275,0.2745104730129242
276,0.19433477520942688
277,0.23608212172985077
278,0.10758315026760101
279,0.19438880681991577
280,0.06841441988945007
281,0.05203327536582947
282,0.10791026800870895
283,0.14301873743534088
284,0.04293559119105339
285,0.229366272687912
286,0.0988713875412941
287,0.37314853072166443
288,0.41745316982269287
289,0.14269033074378967
290,0.5084511041641235
291,0.7096620798110962
292,0.4595875144004822
293,0.08547811210155487
294,0.31961897015571594
295,0.1900901049375534
296,0.2449675053358078
297,0.3204119801521301
298,0.0923999473452568
299,0.23151731491088867
